Job Title,Salary Estimate,Job Description,Location,Company Name,Rating
Data Engineer,$90K-$158K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_102,4.5
Data Engineer,$115K-$139K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_103,4.5
Lead Data Engineer,$128K-$164K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_104,3.8
Lead Data Engineer,$111K-$166K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_105,4.4
Lead Data Engineer,$104K-$164K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_106,4.0
Data Engineer,$99K-$177K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_107,3.9
Lead Data Engineer,$98K-$178K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_108,4.7
Data Engineer,$86K-$157K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_109,4.4
Lead Data Engineer,$126K-$145K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_110,3.6
Data Engineer,$100K-$165K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_111,4.5
Data Engineer,$118K-$174K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_112,4.1
Lead Data Engineer,$93K-$160K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_113,4.1
Lead Data Engineer,$108K-$172K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_114,3.7
Data Engineer,$89K-$173K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_115,3.6
Lead Data Engineer,$125K-$142K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_116,4.0
Lead Data Engineer,$81K-$134K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_117,3.6
Lead Data Engineer,$87K-$177K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_118,4.0
Data Engineer,$86K-$154K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_119,4.5
Senior Data Engineer,$110K-$148K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_120,4.0
Lead Data Engineer,$106K-$139K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_121,3.9
Senior Data Engineer,$82K-$174K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_122,4.0
Senior Data Engineer,$99K-$157K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_123,4.6
Lead Data Engineer,$80K-$132K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_124,3.8
Data Engineer,$128K-$154K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_125,3.8
Senior Data Engineer,$123K-$174K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_126,3.6
Data Engineer,$95K-$150K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_127,4.7
Lead Data Engineer,$98K-$149K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_128,4.2
Data Engineer,$128K-$143K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_129,4.1
Data Engineer,$82K-$145K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_130,3.6
Senior Data Engineer,$111K-$145K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_131,4.1
Data Engineer,$87K-$157K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_132,4.0
Senior Data Engineer,$107K-$157K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_133,4.8
Lead Data Engineer,$96K-$138K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_134,4.0
Data Engineer,$107K-$177K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_135,3.7
Lead Data Engineer,$85K-$147K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_136,4.4
Lead Data Engineer,$104K-$131K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_137,4.7
Senior Data Engineer,$124K-$134K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_138,4.0
Senior Data Engineer,$80K-$147K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_139,3.7
Data Engineer,$105K-$154K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_140,4.6
Data Engineer,$92K-$162K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_141,3.5
Lead Data Engineer,$80K-$150K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_142,4.6
Data Engineer,$84K-$160K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_143,4.8
Data Engineer,$102K-$166K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_144,4.7
Senior Data Engineer,$98K-$146K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_145,4.1
Senior Data Engineer,$80K-$174K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_146,3.8
Data Engineer,$128K-$169K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_147,4.0
Lead Data Engineer,$105K-$163K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_148,4.5
Lead Data Engineer,$129K-$141K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_149,4.2
Data Engineer,$109K-$159K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_150,4.0
Lead Data Engineer,$126K-$152K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_151,4.5
Senior Data Engineer,$81K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_152,4.7
Senior Data Engineer,$117K-$179K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_153,4.3
Lead Data Engineer,$106K-$163K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_154,4.2
Lead Data Engineer,$109K-$171K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_155,4.4
Data Engineer,$83K-$139K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_156,4.1
Data Engineer,$113K-$135K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_157,4.0
Senior Data Engineer,$122K-$172K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_158,3.6
Data Engineer,$102K-$145K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_159,4.0
Data Engineer,$82K-$161K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_160,4.2
Senior Data Engineer,$98K-$150K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_161,3.9
Senior Data Engineer,$101K-$150K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_162,3.7
Data Engineer,$91K-$155K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_163,4.0
Senior Data Engineer,$105K-$174K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_164,3.6
Data Engineer,$126K-$151K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_165,4.2
Lead Data Engineer,$127K-$146K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_166,4.6
Data Engineer,$114K-$144K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_167,4.0
Senior Data Engineer,$93K-$155K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_168,4.2
Senior Data Engineer,$124K-$155K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_169,3.7
Lead Data Engineer,$86K-$132K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_170,4.6
Lead Data Engineer,$126K-$174K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_171,4.1
Lead Data Engineer,$94K-$154K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_172,4.0
Senior Data Engineer,$118K-$146K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_173,3.6
Senior Data Engineer,$123K-$154K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_174,3.9
Data Engineer,$83K-$139K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_175,4.3
Senior Data Engineer,$126K-$165K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_176,4.5
Lead Data Engineer,$87K-$169K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_177,4.2
Senior Data Engineer,$120K-$166K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_178,4.7
Senior Data Engineer,$124K-$135K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_179,4.7
Data Engineer,$101K-$150K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_180,4.0
Senior Data Engineer,$90K-$159K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_181,3.6
Data Engineer,$82K-$160K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_182,4.8
Lead Data Engineer,$85K-$131K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_183,4.6
Senior Data Engineer,$128K-$159K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_184,4.4
Data Engineer,$81K-$144K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_185,4.2
Lead Data Engineer,$124K-$173K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_186,3.7
Senior Data Engineer,$83K-$148K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_187,4.5
Lead Data Engineer,$80K-$155K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_188,3.9
Data Engineer,$90K-$165K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_189,4.2
Data Engineer,$85K-$179K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_190,4.2
Senior Data Engineer,$123K-$131K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_191,4.4
Data Engineer,$116K-$138K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_192,3.7
Lead Data Engineer,$103K-$167K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_193,4.5
Lead Data Engineer,$128K-$134K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_194,4.5
Senior Data Engineer,$93K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_195,3.8
Lead Data Engineer,$114K-$130K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_196,3.6
Data Engineer,$87K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_197,4.5
Senior Data Engineer,$114K-$150K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_198,4.6
Lead Data Engineer,$93K-$155K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_199,4.0
Data Engineer,$121K-$154K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_200,4.6
Lead Data Engineer,$119K-$143K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_201,4.3
Data Engineer,$102K-$144K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_202,3.8
Data Engineer,$126K-$131K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_203,3.6
Lead Data Engineer,$118K-$135K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_204,3.9
Lead Data Engineer,$87K-$171K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_205,4.6
Data Engineer,$109K-$168K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_206,4.5
Senior Data Engineer,$112K-$166K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_207,4.5
Senior Data Engineer,$83K-$151K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_208,4.5
Lead Data Engineer,$89K-$162K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_209,4.6
Lead Data Engineer,$126K-$165K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_210,3.7
Lead Data Engineer,$108K-$137K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_211,4.1
Data Engineer,$81K-$156K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_212,4.3
Senior Data Engineer,$122K-$156K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_213,4.6
Senior Data Engineer,$89K-$169K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_214,3.8
Lead Data Engineer,$126K-$155K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_215,4.3
Senior Data Engineer,$92K-$169K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_216,3.6
Data Engineer,$126K-$169K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_217,4.7
Data Engineer,$116K-$137K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_218,3.7
Lead Data Engineer,$88K-$158K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_219,4.7
Senior Data Engineer,$90K-$152K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_220,3.6
Data Engineer,$105K-$175K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_221,4.6
Data Engineer,$119K-$144K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_222,4.0
Data Engineer,$88K-$139K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_223,3.5
Data Engineer,$114K-$154K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_224,4.7
Senior Data Engineer,$86K-$147K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_225,4.5
Data Engineer,$122K-$173K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_226,3.7
Data Engineer,$86K-$135K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_227,4.7
Data Engineer,$108K-$172K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_228,3.8
Senior Data Engineer,$100K-$178K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_229,4.8
